symbol,name_ar,name_en,sector,business_class,vision2030_theme,event_exposure_overall,primary_event_driver,event_confidence,seasonal_hajj_exposure,seasonal_ramadan_exposure,seasonal_primary_drivers,index_membership_summary,source_type,source_freshness_status,review_priority,classification_risk
4040,الشركة السعودية للنقل الجماعي,Saudi Public Transport Co.,النقل,transportation_logistics,logistics_and_transport,high,transport_mobility,high,medium,none,transport,TASI:needs_verification,official,current,none,low
4050,الشركة السعودية لخدمات السيارات والمعدات,Saudi Automotive Services Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4051,شركة باعظيم التجارية,Baazeem Trading Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4061,مجموعة أنعام الدولية القابضة,Anaam International Holding Group,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4070,شركة تهامة للإعلان والعلاقات العامة والتسويق,"Tihama Advertising, Public Relations and Marketing Co.",الخدمات التجارية والمهنية,commercial_services,labor_market_and_services,medium,media_advertising,medium,none,medium,advertising_media,TASI:needs_verification,official,current,medium,medium
4071,الشركة العربية للتعهدات الفنية,Arabian Contracting Services Co.,الخدمات التجارية والمهنية,commercial_services,labor_market_and_services,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4072,شركة مجموعة إم بي سي,MBC Group Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,high,media_advertising,medium,none,high,advertising_media,TASI:needs_verification,official,current,none,low
4080,شركة سناد القابضة,Sinad Holding Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4081,شركة النايفات للتمويل,Nayifat Finance Co.,الخدمات المالية,financial_services,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4082,شركة المرابحة المرنة للتمويل,Morabaha Marina Financing Co.,الخدمات المالية,financial_services,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4083,الشركة المتحدة الدولية القابضة,United International Holding Co.,الخدمات المالية,financial_services,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4084,شركة دراية المالية,Derayah Financial Co.,الخدمات المالية,financial_services,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4090,شركة طيبة للإستثمار,Taiba Investments Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,medium,hospitality_tourism,low,medium,none,real_estate_makkah_madinah,TASI:needs_verification,official,current,medium,medium
4100,شركة مكة للإنشاء والتعمير,Makkah Construction and Development Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,medium,urban_infrastructure,low,medium,none,real_estate_makkah_madinah,TASI:needs_verification,official,current,medium,medium
4110,شركة باتك للإستثمار والأعمال اللوجستية,Batic Investments and Logistics Co.,النقل,transportation_logistics,logistics_and_transport,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4130,شركة درب السعودية الأستثمارية,Saudi Darb Investment Co.,الخدمات المالية,financial_services,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4140,الشركة السعودية للصادرات الصناعية,Saudi Industrial Export Co.,السلع الرأسمالية,capital_goods,industrial_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4141,شركة العمران للصناعة والتجارة,Al-Omran Industrial Trading Co.,السلع الرأسمالية,capital_goods,industrial_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4142,شركة مجموعة كابلات الرياض,Riyadh Cables Group Co.,السلع الرأسمالية,capital_goods,industrial_development,medium,venue_construction,medium,none,none,none,TASI:needs_verification,official,current,none,low
4143,شركة مجموعة التيسير تالكو الصناعية,Al Taiseer Group Talco Industrial Co.,السلع الرأسمالية,capital_goods,industrial_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4144,شركة رؤوم التجارية,Raoom Trading Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4145,شركة العبيكان للزجاج,Obeikan Glass Co.,السلع الرأسمالية,capital_goods,industrial_development,medium,venue_construction,low,none,none,none,TASI:needs_verification,official,current,medium,medium
4146,شركة جاز العربية للخدمات,Gas Arabian Services Co.,السلع الرأسمالية,capital_goods,industrial_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4147,شركة اتحاد جروننفلدر سعدي القابضة,Consolidated Grunenfelder Saady Holding Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4148,شركة الوسائل الصناعية,Alwasail Industrial Co.,السلع الرأسمالية,capital_goods,industrial_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4150,شركة الرياض للتعمير,Arriyadh Development Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,high,urban_infrastructure,medium,none,none,none,TASI:needs_verification,official,current,none,low
4160,شركة ثمار التنمية القابضة,Thimar Development Holding Co.,الخدمات التجارية والمهنية,commercial_services,labor_market_and_services,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4161,شركة بن داود القابضة,BinDawood Holding Co.,تجزئة الأغذية,consumer_defensive,food_security_and_retail,none,none,not_available,medium,high,food_retail,TASI:needs_verification,official,current,medium,medium
4162,شركة المنجم للأغذية,Almunajem Foods Co.,الخدمات التجارية والمهنية,commercial_services,labor_market_and_services,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4163,الدواء,Aldawaa,تجزئة وتوزيع السلع الكمالية,consumer_retail,healthcare_access,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4164,النهدي الطبية,Nahdi Medical,تجزئة وتوزيع السلع الكمالية,consumer_retail,healthcare_access,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4165,شركة الماجد للعود,Al Majed Oud Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4170,شركة المشروعات السياحية,Tourism Enterprise Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,high,hospitality_tourism,medium,medium,none,hospitality,TASI:needs_verification,official,current,medium,medium
4180,مجموعة فتيحي القابضة,Fitaihi Holding Group,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4190,جرير,Jarir,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4191,شركة عبد الله سعد محمد أبو معطي للمكتبات,Abdullah Saad Mohammed Abo Moati for Bookstores Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4192,شركة متاجر السيف للتنمية والاستثمار,AlSaif Stores for Development and Investment Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4193,شركة نايس ون بيوتي للتسويق الإلكتروني,Nice One Beauty Digital Marketing Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4194,شركة مجموعة منزل التسويق للتجارة,Marketing Home Group for Trading Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4200,شركة الدريس للخدمات البترولية و النقليات,Aldrees Petroleum and Transport Services Co.,الطاقة,energy,energy,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4210,المجموعة السعودية للأبحاث والإعلام,Saudi Research and Media Group,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,medium,media_advertising,medium,none,medium,advertising_media,TASI:needs_verification,official,current,none,low
4220,إعمار المدينة الإقتصادية,Emaar The Economic City,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,medium,urban_infrastructure,medium,none,none,none,TASI:needs_verification,official,current,none,low
4230,شركة البحر الأحمر العالمية,Red Sea International Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,medium,hospitality_tourism,medium,none,none,none,TASI:needs_verification,official,current,none,low
4240,شركة إيه إف جي إنترناشونال,AFG International Co.,تجزئة وتوزيع السلع الكمالية,consumer_retail,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4250,شركة جبل عمر للتطوير,Jabal Omar Development Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,medium,hospitality_tourism,medium,high,none,real_estate_makkah_madinah,TASI:needs_verification,official,current,none,low
4260,الشركة المتحدة الدولية للمواصلات,United International Transportation Co.,النقل,transportation_logistics,logistics_and_transport,medium,transport_mobility,low,none,none,none,TASI:needs_verification,official,current,medium,medium
4261,شركة ذيب لتأجير السيارات,Theeb Rent a Car Co.,النقل,transportation_logistics,logistics_and_transport,medium,transport_mobility,medium,low,none,transport,TASI:needs_verification,official,current,medium,medium
4262,شركة لومي للتأجير,Lumi Rental Co.,النقل,transportation_logistics,logistics_and_transport,medium,transport_mobility,medium,none,none,none,TASI:needs_verification,official,current,none,low
4263,شركة سال السعودية للخدمات اللوجستية,SAL Saudi Logistics Services Co.,النقل,transportation_logistics,logistics_and_transport,medium,transport_mobility,medium,none,none,none,TASI:needs_verification,official,current,none,low
4264,شركة طيران ناس,Flynas Co.,النقل,transportation_logistics,logistics_and_transport,high,transport_mobility,medium,high,none,airlines,TASI:needs_verification,official,current,none,low
4265,شركة شري للتجارة,Cherry Trading Co.,النقل,transportation_logistics,logistics_and_transport,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4270,الشركة السعودية للطباعة والتغليف,Saudi Printing and Packaging Co.,الخدمات التجارية والمهنية,commercial_services,labor_market_and_services,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4280,شركة المملكة القابضة,Kingdom Holding Co.,الخدمات المالية,financial_services,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4290,شركة الخليج للتدريب والتعليم,Alkhaleej Training and Education Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4291,الشركة الوطنية للتربية و التعليم,National Company for Learning and Education,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4292,شركة عطاء التعليمية,Ataa Educational Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4300,دار الأركان,Dar Al Arkan,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,high,urban_infrastructure,high,none,none,none,TASI:needs_verification,official,current,none,low
4310,مدينة المعرفة,Knowledge City,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4320,الأندلس,Al Andalus,إدارة وتطوير العقارات,real_estate,quality_of_life_and_retail,medium,urban_infrastructure,low,none,none,none,TASI:needs_verification,official,current,medium,medium
4321,المراكز العربية,Arabian Centres,إدارة وتطوير العقارات,real_estate,quality_of_life_and_retail,medium,urban_infrastructure,medium,none,none,none,TASI:needs_verification,official,current,none,low
4322,رتال,Retal,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,medium,venue_construction,medium,none,none,none,TASI:needs_verification,official,current,none,low
4323,شركة سمو العقارية,Sumou Real Estate Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,medium,urban_infrastructure,low,none,none,none,TASI:needs_verification,official,current,medium,medium
4324,شركة بنان العقارية,Banan Real Estate Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4325,شركة أم القرى للتنمية والإعمار,Umm Al Qura for Development and Construction Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4326,شركة دار الماجد العقارية,Dar Al Majed Real Estate Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
4327,شركة الرمز للعقارات,Alramz Real Estate Co.,إدارة وتطوير العقارات,real_estate,housing_and_real_estate,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
5110,الشركة السعودية للطاقة,Saudi Energy Co.,المرافق العامة,utilities,utilities_and_infrastructure,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6001,حلواني إخوان,Halwani Bros,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6002,هرفي للأغذية,Herfy Food Services,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,medium,food_catering,medium,none,medium,restaurants,TASI:needs_verification,official,current,none,low
6004,شركة كاتريون للتموين القابضة,CATRION Catering Holding Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,high,food_catering,high,medium,none,hospitality,TASI:needs_verification,official,current,medium,medium
6010,نادك,NADEC,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,medium,food_retail,TASI:needs_verification,official,current,none,low
6012,شركة ريدان الغذائية,Raydan Food Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,medium,food_catering,low,none,medium,restaurants,TASI:needs_verification,official,current,medium,medium
6013,شركة الأعمال التطويرية الغذائية,Development Works Food Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6014,شركة الآمار الغذائية,Alamar Foods Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6015,شركة أمريكانا للمطاعم العالمية بي إل سي - شركة أجنبية,Americana Restaurants International PLC - Foreign Company,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,medium,food_catering,low,none,medium,restaurants,TASI:needs_verification,official,current,medium,medium
6016,شركة مطاعم بيت الشطيرة للوجبات السريعة,Shatirah House Restaurant Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6017,شركة جاهز الدولية لتقنية نظم المعلومات,Jahez International Company for Information System Technology,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6018,شركة الأندية للرياضة,Sport Clubs Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,high,event_services,medium,none,none,none,TASI:needs_verification,official,current,none,low
6019,شركة المسار الشامل للتعليم,Al Masar Al Shamil Education Co.,الخدمات الاستهلاكية,consumer_services,quality_of_life_and_retail,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6020,جاكو,JACO,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6030,شركة حائل للتنمية الزراعية,Hail Agriculture Development Co.,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6040,شركة تبوك للتنمية الزراعية,Tabuk Agricultural Development Co.,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6050,الشركة السعودية للأسماك,Saudi Fisheries Co.,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6060,شركة الشرقية للتنمية,Ash-Sharqiyah Development Co.,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6070,شركة الجوف الزراعية,Al-Jouf Agricultural Development Co.,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6080,شركة بيشة للتنمية الزراعية,Bishah Agricultural Development Co.,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
6090,شركة جازان للتنمية والاستثمار,Jazan Development and Investment Co.,إنتاج الأغذية,food_production,food_security_and_industry,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
7010,stc,stc,الاتصالات,digital_infrastructure,digital_transformation,high,digital_connectivity,high,medium,medium,telecom,TASI:needs_verification,official,current,none,low
7020,اتحاد اتصالات,Mobily,الاتصالات,digital_infrastructure,digital_transformation,high,digital_connectivity,medium,none,none,none,TASI:needs_verification,official,current,none,low
7030,زين السعودية,Zain KSA,الاتصالات,digital_infrastructure,digital_transformation,high,digital_connectivity,medium,none,none,none,TASI:needs_verification,official,current,none,low
7040,عذيب للاتصالات,GO Telecom,الاتصالات,digital_infrastructure,digital_transformation,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
7200,شركة المعمر لأنظمة المعلومات,Al Moammar Information Systems Co.,الاتصالات,digital_infrastructure,digital_transformation,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
7201,شركة بحر العرب لأنظمة المعلومات,Arab Sea Information System Co.,الاتصالات,digital_infrastructure,digital_transformation,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
7202,سلوشنز,solutions by stc,الاتصالات,digital_infrastructure,digital_transformation,medium,digital_connectivity,medium,none,none,none,TASI:needs_verification,official,current,none,low
7203,شركة علم,Elm Co.,الاتصالات,digital_infrastructure,digital_transformation,medium,digital_connectivity,medium,none,none,none,TASI:needs_verification,official,current,none,low
7204,شركة العرض المتقن للخدمات التجارية,Perfect Presentation for Commercial Services Co.,الاتصالات,digital_infrastructure,digital_transformation,medium,event_services,low,none,none,none,TASI:needs_verification,official,current,medium,medium
7205,شرکة دار البلد لحلول الأعمال,Dar Albalad for Business Solutions Co.,الاتصالات,digital_infrastructure,digital_transformation,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
7211,شركة عزم السعودية للاتصالات وتقنية المعلومات,Saudi Azm for Communication and Information Technology Co.,الاتصالات,digital_infrastructure,digital_transformation,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8010,التعاونية,Tawuniya,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8012,شركة الجزيرة تكافل تعاوني,Aljazira Takaful Taawuni Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8020,شركة ملاذ للتأمين التعاوني,Malath Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8030,ميدغلف للتأمين,MedGulf,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8040,شركة متكاملة للتأمين,Mutakamela Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8050,شركة سلامة للتأمين التعاوني,Salama Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8060,ولاء,Walaa,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8070,شركة الدرع العربي للتأمين التعاوني,Arabian Shield Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8100,الشركة العربية السعودية للتأمين التعاوني,Saudi Arabian Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8120,شركة إتحاد الخليج الأهلية للتأمين التعاوني,Gulf Union Alahlia Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8150,المجموعة المتحدة للتأمين التعاوني,Allied Cooperative Insurance Group,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8160,شركة التأمين العربية التعاونية,Arabia Insurance Cooperative Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8170,شركة الاتحاد للتأمين التعاوني,Al-Etihad Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8180,شركة الصقر للتأمين التعاوني,Al Sagr Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8190,الشركة المتحدة للتأمين التعاوني,United Cooperative Assurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8200,الشركة السعودية لإعادة التأمين,Saudi Reinsurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8210,بوبا العربية,Bupa Arabia,التأمين,insurance,healthcare_access,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8230,تكافل الراجحي,Al Rajhi Takaful,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8240,شركة تْشب العربية للتأمين التعاوني,CHUBB Arabia Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8250,مجموعة الخليج للتأمين,Gulf Insurance Group,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8260,الشركة الخليجية العامة للتأمين التعاوني,Gulf General Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8270,شركة بروج للتأمين التعاوني,Buruj Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8280,شركة ليفا للتأمين,LIVA Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8300,الشركة الوطنية للتأمين,Wataniya Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8310,شركة أمانة للتأمين التعاوني,Amana Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8311,شركة عناية السعودية للتأمين التعاوني,Saudi Enaya Cooperative Insurance Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8312,شركة الإنماء طوكيو مارين,Alinma Tokio Marine Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
8313,شركة رسن لتقنية المعلومات,Rasan Information Technology Co.,التأمين,insurance,financial_sector_development,none,none,not_available,none,none,none,TASI:needs_verification,official,current,none,low
